geoid,ua_name,-1_perc_penalty,avg_perc_penalty,75_perc_penalty,85_perc_penalty,95_perc_penalty
38060,"Phoenix-Mesa-Chandler, AZ",1,1.1165034928333362,1.17,1.19075,1.274166667
49740,"Yuma, AZ",1,1.0951128479005432,1.14875,1.1715,1.1885
34940,"Naples-Marco Island, FL",1,1.0456826479020018,1.055208333,1.082291667,1.116458333
10380,"Aguadilla-Isabela, PR",1,1.0587782997659292,1.039583333,1.048958333,1.071875
32420,"MayagÃ¼ez, PR",1,1.0587782997659292,1.039583333,1.048958333,1.071875
41900,"San GermÃ¡n, PR",1,1.0587782997659292,1.039583333,1.048958333,1.071875
49500,"Yauco, PR",1,1.0761174483371838,1.054166667,1.063541667,1.080208333
38660,"Ponce, PR",1,1.0761174483371838,1.054166667,1.063541667,1.080208333
11640,"Arecibo, PR",1,1.0499751749480777,1.033333333,1.044791667,1.059375
27980,"Kahului-Wailuku-Lahaina, HI",1,1.0059428070829617,1.0125,1.028125,1.048958333
25020,"Guayama, PR",1,1.0686955106442513,1.077083333,1.089583333,1.103125
41980,"San Juan-BayamÃ³n-Caguas, PR",1,1.0686955106442513,1.077083333,1.089583333,1.103125
